Unnamed: 0,Artist and Title,Artist,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre
9419,TV Girl - Blue Hair,TV Girl,446705489,769558,2018.0,Indie/Alternative,['pov: indie'],pov: indie,Unknown,Unknown
9420,FINNEAS - Let's Fall in Love for the Night,FINNEAS,444334838,120209,2018.0,Hip-Hop/Rap,"['alt z', 'la indie', 'pop', 'pov: indie']",alt z,la indie,pop
9421,Major Lazer - Que Calor,Major Lazer,443560819,143097,2018.0,Pop,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",dance pop,edm,electro house
9422,Bad Bunny - Estamos Bien,Bad Bunny,443244258,82788,2018.0,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino
9423,Metro Boomin - Overdue,Metro Boomin,441540425,467513,2018.0,Hip-Hop/Rap,['rap'],rap,Unknown,Unknown
9424,Anuel AA - Quiere Beber,Anuel AA,441479508,129431,2018.0,World/Traditional,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",reggaeton,reggaeton flow,trap boricua
9425,Vacations - Telephones,Vacations,440613749,457741,2018.0,Indie/Alternative,"['newcastle nsw indie', 'pov: indie']",newcastle nsw indie,pov: indie,Unknown
9426,Migos - Narcos,Migos,439333864,63782,2018.0,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,pop rap
9427,Ellie Goulding - Love Me Like You Do,Ellie Goulding,438159810,299910,2018.0,Electronic/Dance,"['indietronica', 'metropopolis', 'pop', 'uk pop']",indietronica,metropopolis,pop
9428,French Montana - No Stylist,French Montana,437848769,31436,2018.0,Hip-Hop/Rap,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,pop rap,rap
9429,Sebastian Yatra - Ya No Tiene Novio,Sebastian Yatra,437363900,71182,2018.0,Pop,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",colombian pop,latin pop,reggaeton
9430,Martin Garrix - High On Life,Martin Garrix,437236621,90791,2018.0,Electronic/Dance,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",dutch edm,edm,pop
9431,Doja Cat - Candy,Doja Cat,437139600,594833,2018.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
9432,Lil Baby - Close Friends (Lil Baby & Gunna),Lil Baby,436309254,120924,2018.0,Hip-Hop/Rap,"['atl hip hop', 'atl trap', 'rap', 'trap']",atl hip hop,atl trap,rap
9433,Maroon 5 - Wait,Maroon 5,434750870,52823,2018.0,Pop,['pop'],pop,Unknown,Unknown
9434,Daddy Yankee - Adictiva,Daddy Yankee,433191326,72670,2018.0,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino
9435,6LACK - Pretty Little Fears,6LACK,431939471,92069,2018.0,Hip-Hop/Rap,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",atl hip hop,melodic rap,r&b
9436,Rainbow Kitten Surprise - It's Called: Freefall,Rainbow Kitten Surprise,430812872,338440,2018.0,Indie/Alternative,['pov: indie'],pov: indie,Unknown,Unknown
9437,Post Malone - Ball For Me,Post Malone,429696216,46045,2018.0,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop
9438,Drake - I'm Upset,Drake,429681729,38493,2018.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
9439,Lil Baby - Life Goes On,Lil Baby,427448230,161209,2018.0,Hip-Hop/Rap,"['atl hip hop', 'atl trap', 'rap', 'trap']",atl hip hop,atl trap,rap
9440,Mitski - Nobody,Mitski,425177151,250763,2018.0,Indie/Alternative,"['brooklyn indie', 'pov: indie']",brooklyn indie,pov: indie,Unknown
9441,Eminem - Killshot,Eminem,424967915,106947,2018.0,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap
9442,Dayvi - Baila Conmigo,Dayvi,422131122,81204,2018.0,Electronic/Dance,"['circuit', 'guaracha']",circuit,guaracha,Unknown
9443,Bad Bunny - La Romana,Bad Bunny,421425077,154531,2018.0,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino
9444,Ariana Grande - imagine,Ariana Grande,419446265,61684,2018.0,Pop,['pop'],pop,Unknown,Unknown
9445,Marshmello - Spotlight,Marshmello,418723705,116263,2018.0,Electronic/Dance,"['brostep', 'edm', 'pop', 'progressive electro house']",brostep,edm,pop
9446,Ski Mask The Slump God - Take A Step Back,Ski Mask The Slump God,414639825,83758,2018.0,Hip-Hop/Rap,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",hip hop,miami hip hop,pop rap
9447,LANY - Malibu Nights,LANY,414505174,178551,2018.0,Pop,"['la pop', 'opm']",la pop,opm,Unknown
9448,KAROL G - Culpables,KAROL G,413853883,130753,2018.0,World/Traditional,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",reggaeton,reggaeton colombiano,trap latino
9449,Piso 21 - Puntos Suspensivos,Piso 21,412805082,95962,2018.0,Pop,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",colombian pop,latin pop,reggaeton
9450,Alessia Cara - Out Of Love,Alessia Cara,412599936,58962,2018.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
9451,"Cheriimoya - Living Life, In The Night",Cheriimoya,412126837,144764,2018.0,Hip-Hop/Rap,['sad lo-fi'],sad lo-fi,Unknown,Unknown
9452,Wisin & Yandel - Aullando,Wisin & Yandel,412055916,73439,2018.0,Hip-Hop/Rap,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",electro latino,reggaeton,trap latino
9453,Maroon 5 - Girls Like You,Maroon 5,408772241,139949,2018.0,Pop,['pop'],pop,Unknown,Unknown
9454,J. Cole - Kevin’s Heart,J. Cole,408713041,110236,2018.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop
9455,Post Malone - Paranoid,Post Malone,407478279,33989,2018.0,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop
9456,Rae Sremmurd - Powerglide,Rae Sremmurd,405733945,31224,2018.0,Hip-Hop/Rap,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",melodic rap,mississippi hip hop,pop rap
9457,Jonas Blue - Polaroid,Jonas Blue,405608171,38389,2018.0,Pop,"['pop', 'pop dance', 'tropical house', 'uk dance']",pop,pop dance,tropical house
9458,Shakira - Clandestino,Shakira,405357352,67153,2018.0,Pop,"['colombian pop', 'dance pop', 'latin pop', 'pop']",colombian pop,dance pop,latin pop
9459,Luis Fonsi - Imposible,Luis Fonsi,404626318,54867,2018.0,Pop,"['latin pop', 'puerto rican pop']",latin pop,puerto rican pop,Unknown
9460,Roddy Ricch - Down Below,Roddy Ricch,404129707,98382,2018.0,Hip-Hop/Rap,"['melodic rap', 'rap', 'trap']",melodic rap,rap,trap
9461,Tom Rosenthal - Lights Are On,Tom Rosenthal,403978928,346687,2018.0,Pop,['british singer-songwriter'],british singer-songwriter,Unknown,Unknown
9462,MC L da Vinte - Parado no Bailão,MC L da Vinte,403716393,272673,2018.0,Hip-Hop/Rap,"['funk bh', 'funk carioca', 'funk mtg', 'funk ostentacao', 'funk rj']",funk bh,funk carioca,funk mtg
9463,Witt Lowry - Into Your Arms,Witt Lowry,400791944,137305,2018.0,Pop,['indie pop rap'],indie pop rap,Unknown,Unknown
9464,Men I Trust - Show Me How,Men I Trust,399317531,622823,2018.0,Pop,"['indie pop', 'pov: indie']",indie pop,pov: indie,Unknown
9465,Becky G - Bubalu,Becky G,398996010,96302,2018.0,Pop,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",latin pop,latin viral pop,rap latina
9466,KEVIN ROLDAN - PPP,KEVIN ROLDAN,396546445,142993,2018.0,World/Traditional,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",reggaeton,reggaeton colombiano,trap latino
9467,Post Malone - Rich & Sad,Post Malone,395692736,43214,2018.0,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop
9468,Sean Paul - Mad Love,Sean Paul,395209020,49097,2018.0,Pop,"['dance pop', 'dancehall', 'pop', 'pop rap']",dance pop,dancehall,pop
9469,AJR - Burn The House Down,AJR,394926626,141621,2018.0,,,,,
9470,Aya Nakamura - Copines,Aya Nakamura,394621186,243530,2018.0,Electronic/Dance,"['basshall', 'pop urbaine', 'r&b francais']",basshall,pop urbaine,r&b francais
9471,Ariana Grande - needy,Ariana Grande,393404431,109877,2018.0,Pop,['pop'],pop,Unknown,Unknown
9472,Ariana Grande - bloodline,Ariana Grande,393016367,284174,2018.0,Pop,['pop'],pop,Unknown,Unknown
9473,Ozuna - El Farsante,Ozuna,392993606,79415,2018.0,Pop,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",puerto rican pop,reggaeton,trap latino
9474,Travis Scott - ASTROTHUNDER,Travis Scott,391522678,301743,2018.0,Hip-Hop/Rap,"['rap', 'slap house']",rap,slap house,Unknown
9475,Nicki Minaj - Chun-Li,Nicki Minaj,390666599,71497,2018.0,Pop,"['hip pop', 'pop', 'queens hip hop', 'rap']",hip pop,pop,queens hip hop
9476,KYLE - Playinwitme,KYLE,390546404,20217,2018.0,Hip-Hop/Rap,['new york drill'],new york drill,Unknown,Unknown
9477,XXXTENTACION - whoa (mind in awe),XXXTENTACION,389748784,142736,2018.0,Hip-Hop/Rap,"['emo rap', 'miami hip hop', 'rap']",emo rap,miami hip hop,rap
9478,NOTD - So Close,NOTD,389193735,52715,2018.0,,,,,
9479,Anuel AA - Hipócrita,Anuel AA,387064647,148927,2018.0,World/Traditional,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",reggaeton,reggaeton flow,trap boricua
9480,Travis Scott - NO BYSTANDERS,Travis Scott,385709019,156486,2018.0,Hip-Hop/Rap,"['rap', 'slap house']",rap,slap house,Unknown
9481,NAV - Champion,NAV,384281078,41112,2018.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",canadian hip hop,canadian trap,melodic rap
9482,Shawn Mendes - Fallin' All In You,Shawn Mendes,383293208,94261,2018.0,Pop,"['canadian pop', 'pop', 'viral pop']",canadian pop,pop,viral pop
9483,Drake - Mob Ties,Drake,382848963,55618,2018.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
9484,KHEA - Loca,KHEA,382537343,80468,2018.0,Hip-Hop/Rap,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",argentine hip hop,trap argentino,trap latino
9485,Sebastian Yatra - Por Perro,Sebastian Yatra,377305987,73223,2018.0,Pop,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",colombian pop,latin pop,reggaeton
9486,CNCO - Reggaetón Lento (Remix),CNCO,376182799,64478,2018.0,Pop,"['boy band', 'latin pop', 'reggaeton', 'urbano latino']",boy band,latin pop,reggaeton
9487,Mac Miller - Small Worlds,Mac Miller,374867570,255626,2018.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap
9488,YG - BIG BANK,YG,372970339,34863,2018.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
9489,5 Seconds of Summer - Ghost Of You,5 Seconds of Summer,371722834,97509,2018.0,Pop,"['boy band', 'pop']",boy band,pop,Unknown
9490,Paulo Londra - Chica Paranormal,Paulo Londra,369291290,161663,2018.0,Hip-Hop/Rap,"['argentine hip hop', 'trap argentino', 'trap latino', 'urbano latino']",argentine hip hop,trap argentino,trap latino
9491,"Lil Baby - Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,369248609,82670,2018.0,Hip-Hop/Rap,"['atl hip hop', 'atl trap', 'rap', 'trap']",atl hip hop,atl trap,rap
9492,Sigala - Easy Love,Sigala,369007503,73309,2018.0,Pop,"['dance pop', 'edm', 'pop dance', 'uk dance']",dance pop,edm,pop dance
9493,Brytiago - Asesina,Brytiago,368146401,171554,2018.0,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino
9494,Lady Gaga - I'll Never Love Again,Lady Gaga,367829287,85714,2018.0,Pop,"['art pop', 'dance pop', 'pop']",art pop,dance pop,pop
9495,The Weeknd - Try Me,The Weeknd,367740200,90401,2018.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
9496,J. Cole - KOD,J. Cole,366329953,31477,2018.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop
9497,EXO - Love Shot,EXO,365911517,109882,2018.0,,,,,
9498,Morgan Wallen - Up Down,Morgan Wallen,365550069,188051,2018.0,World/Traditional,['contemporary country'],contemporary country,Unknown,Unknown
9499,Noah Kahan - Hurt Somebody,Noah Kahan,364779041,160783,2018.0,Indie/Alternative,['pov: indie'],pov: indie,Unknown,Unknown
9500,J Balvin - Reggaeton,J Balvin,363748565,36302,2018.0,World/Traditional,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",reggaeton,reggaeton colombiano,trap latino
9501,BTS - The Truth Untold,BTS,363062297,73005,2018.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
9502,Leon Bridges - Beyond,Leon Bridges,361847582,132325,2018.0,Indie/Alternative,"['indie folk', 'modern blues', 'neo soul', 'soul']",indie folk,modern blues,neo soul
9503,SHAUN - Way Back Home,SHAUN,361444350,90980,2018.0,Pop,['k-pop'],k-pop,Unknown,Unknown
9504,YBN Nahmir - Bounce Out With That,YBN Nahmir,361186557,42590,2018.0,Hip-Hop/Rap,"['alabama rap', 'rap', 'trap']",alabama rap,rap,trap
9505,Playboi Carti - Fell In Luv,Playboi Carti,360220218,200952,2018.0,Hip-Hop/Rap,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",atl hip hop,plugg,pluggnb
9506,K/DA - POP/STARS,K/DA,358632335,85000,2018.0,World/Traditional,['borneo traditional'],borneo traditional,Unknown,Unknown
9507,Post Malone - 92 Explorer,Post Malone,358602872,62145,2018.0,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop
9508,YoungBoy Never Broke Again - Outside Today,YoungBoy Never Broke Again,357895110,117230,2018.0,Hip-Hop/Rap,"['baton rouge rap', 'rap']",baton rouge rap,rap,Unknown
9509,Maluma - Mala Mía,Maluma,356426458,47586,2018.0,Pop,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",latin pop,reggaeton,reggaeton colombiano
9510,6ix9ine - BILLY,6ix9ine,356060792,67693,2018.0,Hip-Hop/Rap,['emo rap'],emo rap,Unknown,Unknown
9511,Shawn Mendes - Youth,Shawn Mendes,354574915,56025,2018.0,Pop,"['canadian pop', 'pop', 'viral pop']",canadian pop,pop,viral pop
9512,James Bay - Us,James Bay,354466794,110250,2018.0,Rock,"['neo mellow', 'pop', 'uk pop']",neo mellow,pop,uk pop
9513,Pink Sweat$ - Honesty,Pink Sweat$,354099348,89036,2018.0,R&B/Soul,['bedroom soul'],bedroom soul,Unknown,Unknown
9514,Lauv - There's No Way,Lauv,353701572,28831,2018.0,Pop,['pop'],pop,Unknown,Unknown
9515,Tyga - SWISH,Tyga,353045431,46922,2018.0,Hip-Hop/Rap,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,pop rap,rap
9516,BTS - Magic Shop,BTS,351014491,86625,2018.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
9517,Daddy Yankee - Dura,Daddy Yankee,349642608,34215,2018.0,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino
9518,Cardi B - Be Careful,Cardi B,348644615,79391,2018.0,Pop,"['pop', 'rap']",pop,rap,Unknown
9519,Wiz Khalifa - Hopeless Romantic,Wiz Khalifa,348437115,46272,2018.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,pittsburgh rap,pop rap
9520,Everybody Loves an Outlaw - I See Red,Everybody Loves an Outlaw,348104005,224388,2018.0,Rock,['modern blues rock'],modern blues rock,Unknown,Unknown
9521,Manuel Turizo - Culpables,Manuel Turizo,347805356,100773,2018.0,Pop,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",colombian pop,latin pop,reggaeton
9522,Alan Walker - Ignite,Alan Walker,346996361,108131,2018.0,Electronic/Dance,['electro house'],electro house,Unknown,Unknown
9523,BLACKPINK - Forever Young,BLACKPINK,345853269,154055,2018.0,Pop,"['k-pop', 'k-pop girl group', 'pop']",k-pop,k-pop girl group,pop
9524,DJ Pablito - Todavía,DJ Pablito,345814562,171745,2018.0,,,,,
9525,Kris Kross Amsterdam - Whenever,Kris Kross Amsterdam,345507738,19853,2018.0,Electronic/Dance,"['dutch house', 'dutch pop']",dutch house,dutch pop,Unknown
9526,"Panic! At The Disco - Hey Look Ma, I Made It",Panic! At The Disco,345138076,49992,2018.0,Pop,['pop'],pop,Unknown,Unknown
9527,Nicky Jam - X,Nicky Jam,345045610,55402,2018.0,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino
9528,Robin Schulz - Speechless,Robin Schulz,344367959,45348,2018.0,Electronic/Dance,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",deep euro house,deep house,edm
9529,Travis Scott - WAKE UP,Travis Scott,343668648,68023,2018.0,Hip-Hop/Rap,"['rap', 'slap house']",rap,slap house,Unknown
9530,Mitski - Me and My Husband,Mitski,343285699,239538,2018.0,Indie/Alternative,"['brooklyn indie', 'pov: indie']",brooklyn indie,pov: indie,Unknown
9531,George Ezra - Hold My Girl,George Ezra,342786695,103052,2018.0,Pop,"['folk-pop', 'neo-singer-songwriter']",folk-pop,neo-singer-songwriter,Unknown
9532,Trippie Redd - Topanga,Trippie Redd,342756871,89182,2018.0,Hip-Hop/Rap,"['melodic rap', 'rap', 'trap']",melodic rap,rap,trap
9533,The Weeknd - Wasted Times,The Weeknd,341451844,67736,2018.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
9534,Post Malone - Spoil My Night,Post Malone,340937501,39739,2018.0,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop
9535,6ix9ine - KIKA,6ix9ine,340259163,36039,2018.0,Hip-Hop/Rap,['emo rap'],emo rap,Unknown,Unknown
9536,Kodaline - Brother,Kodaline,339176272,136367,2018.0,Pop,"['irish pop', 'modern rock', 'neo mellow']",irish pop,modern rock,neo mellow
9537,BTS - Airplane pt.2,BTS,339032128,81509,2018.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
9538,Russ - Missin You Crazy,Russ,338674936,47188,2018.0,,,,,
9539,NOTD - I Wanna Know,NOTD,337844826,36771,2018.0,,,,,
9540,Post Malone - Over Now,Post Malone,337806498,40099,2018.0,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop
9541,Major Lazer - Run Up,Major Lazer,337015270,29825,2018.0,Pop,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",dance pop,edm,electro house
9542,DJ Luian - La Ocasión,DJ Luian,336909599,178465,2018.0,World/Traditional,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",reggaeton,reggaeton flow,trap latino
9543,George Ezra - Paradise,George Ezra,336438228,62507,2018.0,Pop,"['folk-pop', 'neo-singer-songwriter']",folk-pop,neo-singer-songwriter,Unknown
9544,Bad Wolves - Zombie,Bad Wolves,336241961,149631,2018.0,Metal,"['alternative metal', 'metal', 'post-grunge']",alternative metal,metal,post-grunge
9545,Vance Joy - Saturday Sun,Vance Joy,335424661,131915,2018.0,Pop,"['folk-pop', 'modern rock']",folk-pop,modern rock,Unknown
9546,Alesso - REMEDY,Alesso,335256916,31257,2018.0,Pop,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",dance pop,edm,pop
9547,Sasha Alex Sloan - Older,Sasha Alex Sloan,334740272,90759,2018.0,Hip-Hop/Rap,['alt z'],alt z,Unknown,Unknown
9548,Summer Walker - Girls Need Love,Summer Walker,334697035,123641,2018.0,R&B/Soul,"['r&b', 'rap']",r&b,rap,Unknown
9549,Morgan Wallen - The Way I Talk,Morgan Wallen,332250193,174145,2018.0,World/Traditional,['contemporary country'],contemporary country,Unknown,Unknown
9550,Drake - Finesse,Drake,330499303,171565,2018.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
9551,Playboi Carti - R.I.P.,Playboi Carti,330465026,192312,2018.0,Hip-Hop/Rap,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",atl hip hop,plugg,pluggnb
9552,Travis Scott - SKELETONS,Travis Scott,329385566,296231,2018.0,Hip-Hop/Rap,"['rap', 'slap house']",rap,slap house,Unknown
9553,XXXTENTACION - infinity (888),XXXTENTACION,329119217,135382,2018.0,Hip-Hop/Rap,"['emo rap', 'miami hip hop', 'rap']",emo rap,miami hip hop,rap
9554,The 1975 - It's Not Living (If It's Not With You),The 1975,328823221,133442,2018.0,Rock,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",modern alternative rock,modern rock,pop
9555,League of Legends - RISE,League of Legends,328249505,98649,2018.0,Other,"['speedrun', 'video game music']",speedrun,video game music,Unknown
9556,Maluma - El Préstamo,Maluma,326883937,35012,2018.0,Pop,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",latin pop,reggaeton,reggaeton colombiano
9557,BTS - Anpanman,BTS,326243746,68352,2018.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
9558,Eminem - The Ringer,Eminem,326151557,33092,2018.0,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap
9559,Childish Gambino - Feels Like Summer,Childish Gambino,325869076,151412,2018.0,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap']",atl hip hop,hip hop,rap
9560,BTS - MIC Drop (Steve Aoki Remix) (Full Length Edition),BTS,325377651,73699,2018.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
9561,Ariana Grande - everytime,Ariana Grande,323881438,133560,2018.0,Pop,['pop'],pop,Unknown,Unknown
9562,Bazzi - Why,Bazzi,321848967,63906,2018.0,Pop,['pop'],pop,Unknown,Unknown
9563,Morat - Presiento,Morat,321748219,121818,2018.0,Pop,"['colombian pop', 'latin pop', 'latin viral pop']",colombian pop,latin pop,latin viral pop
9564,88rising - Midsummer Madness,88rising,321616949,39407,2018.0,Hip-Hop/Rap,['asian american hip hop'],asian american hip hop,Unknown,Unknown
9565,Demi Lovato - Sober,Demi Lovato,321131330,30130,2018.0,Pop,"['pop', 'post-teen pop']",pop,post-teen pop,Unknown
9566,KIDS SEE GHOSTS - Reborn,KIDS SEE GHOSTS,320176756,56722,2018.0,Hip-Hop/Rap,['rap'],rap,Unknown,Unknown
9567,ZAYN - Let Me,ZAYN,320071721,51112,2018.0,Pop,"['pop', 'uk pop']",pop,uk pop,Unknown
9568,Lewis Capaldi - Grace,Lewis Capaldi,319721108,89127,2018.0,Pop,"['pop', 'uk pop']",pop,uk pop,Unknown
9569,Billie Eilish - come out and play,Billie Eilish,319097872,71097,2018.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown
9570,Juice WRLD - Hurt Me,Juice WRLD,318977642,174086,2018.0,Hip-Hop/Rap,"['chicago rap', 'melodic rap', 'rap']",chicago rap,melodic rap,rap
9571,Rich The Kid - New Freezer,Rich The Kid,318958038,23254,2018.0,Hip-Hop/Rap,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']",atl hip hop,melodic rap,plugg
9572,La Adictiva - En Peligro de Extinción,La Adictiva,318664648,130065,2018.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
9573,Bazzi - Beautiful,Bazzi,318344077,37183,2018.0,Pop,['pop'],pop,Unknown,Unknown
9574,The Weeknd - Hurt You,The Weeknd,316140319,108028,2018.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
9575,Alan Menken - I See the Light,Alan Menken,316049291,142050,2018.0,Classical/Orchestral,"['broadway', 'movie tunes', 'orchestral soundtrack']",broadway,movie tunes,orchestral soundtrack
9576,Ariana Grande - NASA,Ariana Grande,315385515,41817,2018.0,Pop,['pop'],pop,Unknown,Unknown
9577,Mac Miller - Come Back to Earth,Mac Miller,314074836,112868,2018.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap
9578,Lil Peep - Life is Beautiful,Lil Peep,310931769,76108,2018.0,Hip-Hop/Rap,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",cloud rap,emo rap,lgbtq+ hip hop
9579,Arizona Zervas - FML,Arizona Zervas,308554328,33524,2018.0,Pop,"['indie pop rap', 'pop rap', 'rhode island rap']",indie pop rap,pop rap,rhode island rap
9580,Adriel Favela - La Escuela No Me Gustó,Adriel Favela,308236210,88461,2018.0,World/Traditional,"['banda', 'corrido', 'corridos alternativos', 'corridos tumbados', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']",banda,corrido,corridos alternativos
9581,Ski Mask The Slump God - Unbothered,Ski Mask The Slump God,306968854,123564,2018.0,Hip-Hop/Rap,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",hip hop,miami hip hop,pop rap
9582,Enrique Iglesias - EL BAÑO,Enrique Iglesias,306837469,65954,2018.0,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop
9583,BTS - Singularity,BTS,306737993,58783,2018.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
9584,girl in red - girls,girl in red,306671159,106917,2018.0,Pop,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",bedroom pop,indie pop,norwegian indie
9585,Mac Miller - Ladders,Mac Miller,305643483,95930,2018.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap
9586,James Arthur - Empty Space,James Arthur,304329394,60166,2018.0,Pop,"['pop', 'talent show', 'uk pop']",pop,talent show,uk pop
